epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,195.169,0.61819,3.27188,0.91765,0.00565,1,0.4584,0.40496,0.45362,3.2064,0.77971,0.00015719,0.00015719,0.00015719
2,374.438,0.57101,1.87287,0.87618,0.28416,0.98413,0.70333,0.62887,0.42044,2.95093,0.77108,0.000165978,0.000165978,0.000165978
